id,channel_id,episode_id,starting_time,end_time
170,8,2826,2023-05-01 21:00:00,2023-05-01 21:30:00
171,8,3400,2023-05-01 21:30:00,2023-05-01 22:30:00
172,9,1737,2023-05-01 00:00:00,2023-05-01 00:30:00
173,9,1020,2023-05-01 00:30:00,2023-05-01 01:00:00
174,9,567,2023-05-01 01:00:00,2023-05-01 02:00:00
175,9,677,2023-05-01 02:00:00,2023-05-01 02:30:00
176,9,254,2023-05-01 02:30:00,2023-05-01 03:00:00
177,9,2381,2023-05-01 03:00:00,2023-05-01 04:00:00
178,9,2287,2023-05-01 04:00:00,2023-05-01 06:00:00
179,9,2686,2023-05-01 06:00:00,2023-05-01 08:00:00
180,9,382,2023-05-01 08:00:00,2023-05-01 08:30:00
181,9,1410,2023-05-01 08:30:00,2023-05-01 09:00:00
182,9,3864,2023-05-01 09:00:00,2023-05-01 09:30:00
183,9,2963,2023-05-01 09:30:00,2023-05-01 11:30:00
184,9,3434,2023-05-01 11:30:00,2023-05-01 13:30:00
185,9,4189,2023-05-01 13:30:00,2023-05-01 15:30:00
186,9,574,2023-05-01 15:30:00,2023-05-01 16:30:00
187,9,280,2023-05-01 16:30:00,2023-05-01 18:30:00
188,9,2797,2023-05-01 18:30:00,2023-05-01 19:00:00
189,9,2434,2023-05-01 19:00:00,2023-05-01 21:00:00
190,9,2450,2023-05-01 21:00:00,2023-05-01 22:00:00
191,9,1471,2023-05-01 22:00:00,2023-05-01 23:00:00
192,10,2497,2023-05-01 00:00:00,2023-05-01 00:30:00
193,10,4028,2023-05-01 00:30:00,2023-05-01 01:30:00
194,10,3402,2023-05-01 01:30:00,2023-05-01 03:30:00
195,10,581,2023-05-01 03:30:00,2023-05-01 05:30:00
196,10,192,2023-05-01 05:30:00,2023-05-01 06:00:00
197,10,4237,2023-05-01 06:00:00,2023-05-01 07:00:00
198,10,1014,2023-05-01 07:00:00,2023-05-01 07:30:00
199,10,581,2023-05-01 07:30:00,2023-05-01 09:30:00
200,10,2759,2023-05-01 09:30:00,2023-05-01 10:00:00
201,10,2866,2023-05-01 10:00:00,2023-05-01 10:30:00
202,10,3981,2023-05-01 10:30:00,2023-05-01 12:30:00
203,10,2864,2023-05-01 12:30:00,2023-05-01 13:00:00
204,10,3998,2023-05-01 13:00:00,2023-05-01 15:00:00
205,10,3370,2023-05-01 15:00:00,2023-05-01 15:30:00
206,10,3294,2023-05-01 15:30:00,2023-05-01 17:30:00
207,10,665,2023-05-01 17:30:00,2023-05-01 19:30:00
208,10,560,2023-05-01 19:30:00,2023-05-01 20:30:00
209,10,2695,2023-05-01 20:30:00,2023-05-01 21:30:00
210,10,1543,2023-05-01 21:30:00,2023-05-01 22:00:00
211,11,3185,2023-05-01 00:00:00,2023-05-01 02:00:00
212,11,1866,2023-05-01 02:00:00,2023-05-01 03:00:00
213,11,3841,2023-05-01 03:00:00,2023-05-01 04:00:00
214,11,1783,2023-05-01 04:00:00,2023-05-01 06:00:00
215,11,2685,2023-05-01 06:00:00,2023-05-01 08:00:00
216,11,3606,2023-05-01 08:00:00,2023-05-01 08:30:00
217,11,106,2023-05-01 08:30:00,2023-05-01 09:30:00
218,11,4117,2023-05-01 09:30:00,2023-05-01 10:00:00
219,11,1466,2023-05-01 10:00:00,2023-05-01 12:00:00
220,11,2094,2023-05-01 12:00:00,2023-05-01 12:30:00
221,11,4259,2023-05-01 12:30:00,2023-05-01 13:00:00
222,11,3442,2023-05-01 13:00:00,2023-05-01 15:00:00
223,11,212,2023-05-01 15:00:00,2023-05-01 16:00:00
224,11,1582,2023-05-01 16:00:00,2023-05-01 17:00:00
225,11,62,2023-05-01 17:00:00,2023-05-01 17:30:00
226,11,3887,2023-05-01 17:30:00,2023-05-01 18:00:00
227,11,3139,2023-05-01 18:00:00,2023-05-01 18:30:00
228,11,1831,2023-05-01 18:30:00,2023-05-01 19:00:00
229,11,3121,2023-05-01 19:00:00,2023-05-01 20:00:00
230,11,3576,2023-05-01 20:00:00,2023-05-01 21:00:00
231,11,252,2023-05-01 21:00:00,2023-05-01 21:30:00
232,11,3117,2023-05-01 21:30:00,2023-05-01 22:30:00
233,11,4072,2023-05-01 22:30:00,2023-05-01 23:30:00
234,12,1436,2023-05-01 00:00:00,2023-05-01 00:30:00
235,12,192,2023-05-01 00:30:00,2023-05-01 01:00:00
236,12,1594,2023-05-01 01:00:00,2023-05-01 03:00:00
237,12,350,2023-05-01 03:00:00,2023-05-01 04:00:00
238,12,1411,2023-05-01 04:00:00,2023-05-01 04:30:00
239,12,2181,2023-05-01 04:30:00,2023-05-01 06:30:00
240,12,1966,2023-05-01 06:30:00,2023-05-01 07:30:00
241,12,498,2023-05-01 07:30:00,2023-05-01 09:30:00
242,12,2303,2023-05-01 09:30:00,2023-05-01 10:30:00
243,12,615,2023-05-01 10:30:00,2023-05-01 11:30:00
244,12,1817,2023-05-01 11:30:00,2023-05-01 12:00:00
245,12,621,2023-05-01 12:00:00,2023-05-01 13:00:00
246,12,627,2023-05-01 13:00:00,2023-05-01 14:00:00
247,12,2311,2023-05-01 14:00:00,2023-05-01 16:00:00
248,12,3563,2023-05-01 16:00:00,2023-05-01 17:00:00
249,12,2294,2023-05-01 17:00:00,2023-05-01 18:00:00
250,12,839,2023-05-01 18:00:00,2023-05-01 18:30:00
251,12,749,2023-05-01 18:30:00,2023-05-01 19:00:00
252,12,82,2023-05-01 19:00:00,2023-05-01 20:00:00
253,12,601,2023-05-01 20:00:00,2023-05-01 22:00:00
254,1,2940,2023-05-02 00:00:00,2023-05-02 00:30:00
255,1,1290,2023-05-02 00:30:00,2023-05-02 01:30:00
256,1,1866,2023-05-02 01:30:00,2023-05-02 02:30:00
257,1,1408,2023-05-02 02:30:00,2023-05-02 03:00:00
258,1,2913,2023-05-02 03:00:00,2023-05-02 04:00:00
259,1,2056,2023-05-02 04:00:00,2023-05-02 06:00:00
260,1,1617,2023-05-02 06:00:00,2023-05-02 07:00:00
261,1,1407,2023-05-02 07:00:00,2023-05-02 07:30:00
262,1,997,2023-05-02 07:30:00,2023-05-02 08:30:00
263,1,1675,2023-05-02 08:30:00,2023-05-02 10:30:00
264,1,2120,2023-05-02 10:30:00,2023-05-02 11:30:00
265,1,3850,2023-05-02 11:30:00,2023-05-02 12:00:00
266,1,3890,2023-05-02 12:00:00,2023-05-02 12:30:00
267,1,2387,2023-05-02 12:30:00,2023-05-02 13:30:00
268,1,1110,2023-05-02 13:30:00,2023-05-02 14:00:00
269,1,683,2023-05-02 14:00:00,2023-05-02 14:30:00
270,1,1199,2023-05-02 14:30:00,2023-05-02 15:00:00
271,1,3415,2023-05-02 15:00:00,2023-05-02 17:00:00
272,1,3973,2023-05-02 17:00:00,2023-05-02 18:00:00
273,1,2215,2023-05-02 18:00:00,2023-05-02 18:30:00
274,1,2133,2023-05-02 18:30:00,2023-05-02 19:00:00
275,1,3834,2023-05-02 19:00:00,2023-05-02 21:00:00
276,1,2932,2023-05-02 21:00:00,2023-05-02 21:30:00
277,1,1398,2023-05-02 21:30:00,2023-05-02 22:00:00
278,1,4120,2023-05-02 22:00:00,2023-05-02 22:30:00
279,1,1955,2023-05-02 22:30:00,2023-05-02 23:30:00
280,2,2086,2023-05-02 00:00:00,2023-05-02 00:30:00
281,2,3134,2023-05-02 00:30:00,2023-05-02 01:00:00
282,2,4198,2023-05-02 01:00:00,2023-05-02 03:00:00
283,2,3046,2023-05-02 03:00:00,2023-05-02 04:00:00
284,2,562,2023-05-02 04:00:00,2023-05-02 05:00:00
285,2,2803,2023-05-02 05:00:00,2023-05-02 05:30:00
286,2,4082,2023-05-02 05:30:00,2023-05-02 06:00:00
287,2,1233,2023-05-02 06:00:00,2023-05-02 07:00:00
288,2,4065,2023-05-02 07:00:00,2023-05-02 08:00:00
289,2,2905,2023-05-02 08:00:00,2023-05-02 08:30:00
290,2,642,2023-05-02 08:30:00,2023-05-02 09:00:00
291,2,3604,2023-05-02 09:00:00,2023-05-02 09:30:00
292,2,4300,2023-05-02 09:30:00,2023-05-02 10:30:00
293,2,48,2023-05-02 10:30:00,2023-05-02 12:30:00
294,2,2419,2023-05-02 12:30:00,2023-05-02 13:00:00
295,2,1363,2023-05-02 13:00:00,2023-05-02 14:00:00
296,2,2235,2023-05-02 14:00:00,2023-05-02 14:30:00
297,2,1375,2023-05-02 14:30:00,2023-05-02 15:30:00
298,2,1133,2023-05-02 15:30:00,2023-05-02 16:30:00
299,2,1772,2023-05-02 16:30:00,2023-05-02 17:30:00
300,2,4032,2023-05-02 17:30:00,2023-05-02 18:30:00
301,2,4086,2023-05-02 18:30:00,2023-05-02 19:00:00
302,2,2404,2023-05-02 19:00:00,2023-05-02 21:00:00
303,2,2879,2023-05-02 21:00:00,2023-05-02 22:00:00
304,2,296,2023-05-02 22:00:00,2023-05-02 23:00:00
305,2,1083,2023-05-02 23:00:00,2023-05-02 23:30:00
306,3,288,2023-05-02 00:00:00,2023-05-02 01:00:00
307,3,190,2023-05-02 01:00:00,2023-05-02 02:00:00
308,3,173,2023-05-02 02:00:00,2023-05-02 02:30:00
309,3,2192,2023-05-02 02:30:00,2023-05-02 03:30:00
310,3,155,2023-05-02 03:30:00,2023-05-02 05:30:00
311,3,323,2023-05-02 05:30:00,2023-05-02 06:30:00
312,3,3740,2023-05-02 06:30:00,2023-05-02 07:30:00
313,3,3009,2023-05-02 07:30:00,2023-05-02 09:30:00
314,3,3090,2023-05-02 09:30:00,2023-05-02 10:00:00
315,3,199,2023-05-02 10:00:00,2023-05-02 10:30:00
316,3,3844,2023-05-02 10:30:00,2023-05-02 11:30:00
317,3,2986,2023-05-02 11:30:00,2023-05-02 13:30:00
318,3,2701,2023-05-02 13:30:00,2023-05-02 14:00:00
319,3,2728,2023-05-02 14:00:00,2023-05-02 14:30:00
320,3,3859,2023-05-02 14:30:00,2023-05-02 15:00:00
321,3,4278,2023-05-02 15:00:00,2023-05-02 16:00:00
322,3,2836,2023-05-02 16:00:00,2023-05-02 17:00:00
323,3,644,2023-05-02 17:00:00,2023-05-02 17:30:00
324,3,2562,2023-05-02 17:30:00,2023-05-02 19:30:00
325,3,554,2023-05-02 19:30:00,2023-05-02 20:00:00
326,3,4090,2023-05-02 20:00:00,2023-05-02 20:30:00
327,3,1889,2023-05-02 20:30:00,2023-05-02 21:00:00
328,3,1487,2023-05-02 21:00:00,2023-05-02 22:00:00
329,3,2533,2023-05-02 22:00:00,2023-05-02 23:00:00
330,4,1910,2023-05-02 00:00:00,2023-05-02 02:00:00
331,4,2492,2023-05-02 02:00:00,2023-05-02 02:30:00
332,4,3652,2023-05-02 02:30:00,2023-05-02 03:30:00
333,4,1799,2023-05-02 03:30:00,2023-05-02 04:30:00
334,4,3796,2023-05-02 04:30:00,2023-05-02 05:00:00
335,4,609,2023-05-02 05:00:00,2023-05-02 05:30:00
336,4,2142,2023-05-02 05:30:00,2023-05-02 06:30:00
337,4,3836,2023-05-02 06:30:00,2023-05-02 07:30:00
338,4,1409,2023-05-02 07:30:00,2023-05-02 08:00:00
339,4,3604,2023-05-02 08:00:00,2023-05-02 08:30:00
340,4,660,2023-05-02 08:30:00,2023-05-02 10:30:00
341,4,3129,2023-05-02 10:30:00,2023-05-02 11:00:00
342,4,2831,2023-05-02 11:00:00,2023-05-02 11:30:00
343,4,2916,2023-05-02 11:30:00,2023-05-02 12:30:00
344,4,614,2023-05-02 12:30:00,2023-05-02 13:30:00
345,4,501,2023-05-02 13:30:00,2023-05-02 15:30:00
346,4,1632,2023-05-02 15:30:00,2023-05-02 16:30:00
347,4,1306,2023-05-02 16:30:00,2023-05-02 17:30:00
348,4,1265,2023-05-02 17:30:00,2023-05-02 18:30:00
349,4,1760,2023-05-02 18:30:00,2023-05-02 19:00:00
350,4,2583,2023-05-02 19:00:00,2023-05-02 19:30:00
351,4,179,2023-05-02 19:30:00,2023-05-02 20:00:00
352,4,3894,2023-05-02 20:00:00,2023-05-02 20:30:00
353,4,2003,2023-05-02 20:30:00,2023-05-02 21:00:00
354,4,2649,2023-05-02 21:00:00,2023-05-02 23:00:00
355,5,2100,2023-05-02 00:00:00,2023-05-02 00:30:00
356,5,838,2023-05-02 00:30:00,2023-05-02 01:00:00
357,5,1350,2023-05-02 01:00:00,2023-05-02 03:00:00
358,5,368,2023-05-02 03:00:00,2023-05-02 05:00:00
359,5,3450,2023-05-02 05:00:00,2023-05-02 07:00:00
360,5,3959,2023-05-02 07:00:00,2023-05-02 09:00:00
361,5,3134,2023-05-02 09:00:00,2023-05-02 09:30:00
362,5,2963,2023-05-02 09:30:00,2023-05-02 11:30:00
363,5,1989,2023-05-02 11:30:00,2023-05-02 12:30:00
364,5,1050,2023-05-02 12:30:00,2023-05-02 14:30:00
365,5,938,2023-05-02 14:30:00,2023-05-02 15:00:00
366,5,2212,2023-05-02 15:00:00,2023-05-02 15:30:00
367,5,227,2023-05-02 15:30:00,2023-05-02 17:30:00
368,5,896,2023-05-02 17:30:00,2023-05-02 18:30:00
369,5,1777,2023-05-02 18:30:00,2023-05-02 19:30:00
370,5,1723,2023-05-02 19:30:00,2023-05-02 21:30:00
371,5,3839,2023-05-02 21:30:00,2023-05-02 22:30:00
372,5,336,2023-05-02 22:30:00,2023-05-02 23:00:00
373,6,2531,2023-05-02 00:00:00,2023-05-02 01:00:00
374,6,1115,2023-05-02 01:00:00,2023-05-02 01:30:00
375,6,166,2023-05-02 01:30:00,2023-05-02 02:00:00
376,6,4108,2023-05-02 02:00:00,2023-05-02 04:00:00
377,6,3745,2023-05-02 04:00:00,2023-05-02 05:00:00
378,6,1641,2023-05-02 05:00:00,2023-05-02 06:00:00
379,6,3652,2023-05-02 06:00:00,2023-05-02 07:00:00
380,6,2700,2023-05-02 07:00:00,2023-05-02 07:30:00
381,6,4192,2023-05-02 07:30:00,2023-05-02 09:30:00
382,6,3380,2023-05-02 09:30:00,2023-05-02 10:30:00
383,6,2751,2023-05-02 10:30:00,2023-05-02 12:30:00
384,6,357,2023-05-02 12:30:00,2023-05-02 13:30:00
385,6,1464,2023-05-02 13:30:00,2023-05-02 15:30:00
386,6,506,2023-05-02 15:30:00,2023-05-02 17:30:00
387,6,149,2023-05-02 17:30:00,2023-05-02 19:30:00
388,6,1062,2023-05-02 19:30:00,2023-05-02 20:00:00
389,6,621,2023-05-02 20:00:00,2023-05-02 21:00:00
390,6,868,2023-05-02 21:00:00,2023-05-02 22:00:00
391,6,3514,2023-05-02 22:00:00,2023-05-02 22:30:00
392,7,1413,2023-05-02 00:00:00,2023-05-02 00:30:00
393,7,195,2023-05-02 00:30:00,2023-05-02 01:00:00
394,7,100,2023-05-02 01:00:00,2023-05-02 02:00:00
395,7,224,2023-05-02 02:00:00,2023-05-02 04:00:00
396,7,1519,2023-05-02 04:00:00,2023-05-02 06:00:00
397,7,1433,2023-05-02 06:00:00,2023-05-02 06:30:00
398,7,3766,2023-05-02 06:30:00,2023-05-02 07:30:00
399,7,2826,2023-05-02 07:30:00,2023-05-02 08:00:00
400,7,3483,2023-05-02 08:00:00,2023-05-02 08:30:00
401,7,3591,2023-05-02 08:30:00,2023-05-02 10:30:00
402,7,2804,2023-05-02 10:30:00,2023-05-02 11:00:00
403,7,3848,2023-05-02 11:00:00,2023-05-02 11:30:00
404,7,553,2023-05-02 11:30:00,2023-05-02 12:00:00
405,7,2837,2023-05-02 12:00:00,2023-05-02 13:00:00
406,7,3303,2023-05-02 13:00:00,2023-05-02 15:00:00
407,7,1715,2023-05-02 15:00:00,2023-05-02 17:00:00
408,7,3129,2023-05-02 17:00:00,2023-05-02 17:30:00
409,7,1361,2023-05-02 17:30:00,2023-05-02 18:30:00
410,7,964,2023-05-02 18:30:00,2023-05-02 19:30:00
411,7,1163,2023-05-02 19:30:00,2023-05-02 20:00:00
412,7,2688,2023-05-02 20:00:00,2023-05-02 22:00:00
413,8,1439,2023-05-02 00:00:00,2023-05-02 00:30:00
414,8,693,2023-05-02 00:30:00,2023-05-02 01:00:00
415,8,3330,2023-05-02 01:00:00,2023-05-02 01:30:00
416,8,3021,2023-05-02 01:30:00,2023-05-02 03:30:00
417,8,2715,2023-05-02 03:30:00,2023-05-02 04:30:00
418,8,313,2023-05-02 04:30:00,2023-05-02 05:30:00
419,8,331,2023-05-02 05:30:00,2023-05-02 06:00:00
420,8,2516,2023-05-02 06:00:00,2023-05-02 07:00:00
421,8,1690,2023-05-02 07:00:00,2023-05-02 09:00:00
422,8,1226,2023-05-02 09:00:00,2023-05-02 10:00:00
423,8,818,2023-05-02 10:00:00,2023-05-02 10:30:00
424,8,4288,2023-05-02 10:30:00,2023-05-02 12:30:00
425,8,3650,2023-05-02 12:30:00,2023-05-02 13:30:00
426,8,2897,2023-05-02 13:30:00,2023-05-02 14:00:00
